"filename", "language", "MS SQL", "JSON", "Python", "C#", "XML", "TypeScript", "TypeScript JSX", "PostCSS", "comment", "blank", "total"
"c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Infrastructure\Migrations\20260618131631_Candidates.Designer.cs", "C#", 0, 0, 0, -748, 0, 0, 0, 0, -2, -261, -1011
"c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Infrastructure\Migrations\20260618131631_Candidates.cs", "C#", 0, 0, 0, -43, 0, 0, 0, 0, -3, -5, -51
"c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Infrastructure\Migrations\20260618133455_CandidatesNavigations.Designer.cs", "C#", 0, 0, 0, -749, 0, 0, 0, 0, -2, -262, -1013
"c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Infrastructure\Migrations\20260618133455_CandidatesNavigations.cs", "C#", 0, 0, 0, -14, 0, 0, 0, 0, -3, -6, -23
"c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Infrastructure\Migrations\20260618164502_MessageNavigations.Designer.cs", "C#", 0, 0, 0, -750, 0, 0, 0, 0, -2, -263, -1015
"c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Infrastructure\Migrations\20260618164502_MessageNavigations.cs", "C#", 0, 0, 0, -14, 0, 0, 0, 0, -3, -6, -23
"c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Infrastructure\Migrations\20260709230440_InitialCreate.Designer.cs", "C#", 0, 0, 0, 844, 0, 0, 0, 0, 2, 303, 1149
"c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Infrastructure\Migrations\20260709230440_InitialCreate.cs", "C#", 0, 0, 0, 752, 0, 0, 0, 0, 3, 87, 842
"c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Infrastructure\Migrations\20260710023305_DomainCandidate.Designer.cs", "C#", 0, 0, 0, 915, 0, 0, 0, 0, 2, 331, 1248
"c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Infrastructure\Migrations\20260710023305_DomainCandidate.cs", "C#", 0, 0, 0, 256, 0, 0, 0, 0, 3, 55, 314
"c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Infrastructure\Migrations\20260710023646_SearchProfilesFix.Designer.cs", "C#", 0, 0, 0, 892, 0, 0, 0, 0, 2, 324, 1218
"c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Infrastructure\Migrations\20260710023646_SearchProfilesFix.cs", "C#", 0, 0, 0, 44, 0, 0, 0, 0, 3, 5, 52
"c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Infrastructure\Migrations\20260710095944_SearchProfileRelationshipType.Designer.cs", "C#", 0, 0, 0, 894, 0, 0, 0, 0, 2, 325, 1221
"c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Infrastructure\Migrations\20260710095944_SearchProfileRelationshipType.cs", "C#", 0, 0, 0, 23, 0, 0, 0, 0, 3, 4, 30
"c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Infrastructure\Migrations\20260710230332_SearchProfileActive.Designer.cs", "C#", 0, 0, 0, 900, 0, 0, 0, 0, 2, 328, 1230
"c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Infrastructure\Migrations\20260710230332_SearchProfileActive.cs", "C#", 0, 0, 0, 42, 0, 0, 0, 0, 3, 8, 53
"c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Infrastructure\Migrations\20260711014915_SearchProfileGenderKeyNeverGenerated.Designer.cs", "C#", 0, 0, 0, 899, 0, 0, 0, 0, 2, 328, 1229
"c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Infrastructure\Migrations\20260711014915_SearchProfileGenderKeyNeverGenerated.cs", "C#", 0, 0, 0, 14, 0, 0, 0, 0, 3, 6, 23
"c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Infrastructure\Migrations\20260711030456_MatchingSetNullOnSearchProfileDeleted.Designer.cs", "C#", 0, 0, 0, 899, 0, 0, 0, 0, 2, 328, 1229
"c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Infrastructure\Migrations\20260711030456_MatchingSetNullOnSearchProfileDeleted.cs", "C#", 0, 0, 0, 54, 0, 0, 0, 0, 3, 10, 67
"c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Infrastructure\Migrations\C2CContextModelSnapshot.cs", "C#", 0, 0, 0, 149, 0, 0, 0, 0, 0, 65, 214
"c:\Users\Miro\source\repos\Embe.C2C\src\Embe.C2C.Test\Embe.C2C.Test.csproj", "XML", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 6
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\next.config.ts", "TypeScript", 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 5
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\package-lock.json", "JSON", 0, 479, 0, 0, 0, 0, 0, 0, 0, 0, 479
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\package.json", "JSON", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\app\(pages)\protected\discover\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 13, 0, 0, 2, 15
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\app\(pages)\protected\matches\[matchId]\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, -7, 0, 0, 0, -7
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\app\(pages)\protected\me\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 16, 0, 0, 3, 19
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\app\(pages)\protected\profile\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, -11, 0, 0, -2, -13
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\app\(pages)\protected\search-profile\[searchProfileId]\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 34, 0, 0, 1, 35
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\app\(pages)\protected\search-profile\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 13, 0, 0, 2, 15
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\app\(pages)\protected\search\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 26, 0, 0, 5, 31
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\app\(pages)\protected\swipe\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, -18, 0, 0, -2, -20
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\app\(pages)\protected\user\[userId]\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 23, 0, 0, 4, 27
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\app\(pages)\public\(auth)\register\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\app\globals.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 31, -1, 9, 39
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\auth\actions\action.ts", "TypeScript", 0, 0, 0, 0, 0, 15, 0, 0, 0, 4, 19
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\auth\actions\register\types.ts", "TypeScript", 0, 0, 0, 0, 0, -4, 0, 0, 0, 0, -4
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\auth\actions\sign-in\actions.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\auth\components\BasicProfileForm.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 90, 0, 0, 11, 101
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\auth\components\DatingPreferencesForm.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, -61, 0, 0, -7, -68
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\auth\components\LoginForm.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 3, 0, 0, 5, 8
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\auth\components\ProfileForm.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, -56, 0, 0, -6, -62
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\auth\components\RegisterForm.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, -41, 0, 0, -7, -48
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\auth\components\SearchProfileBuilderForm.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 100, 0, 0, 13, 113
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\matches\actions\action.ts", "TypeScript", 0, 0, 0, 0, 0, 8, 0, 0, 0, 1, 9
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\matches\components\ConversationCompact.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\matches\components\Match.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 56, 0, 0, 5, 61
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\matches\components\MessageBrief.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\matches\components\UserCompact.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 5
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\me\actions\action.ts", "TypeScript", 0, 0, 0, 0, 0, 29, 0, 0, 0, 4, 33
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\me\actions\type.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\me\components\Me.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 167, 0, 0, 21, 188
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\me\components\MyInfoForm.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 130, 0, 0, 19, 149
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\search-profiles\actions.ts", "TypeScript", 0, 0, 0, 0, 0, 46, 0, 0, 0, 3, 49
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\search-profiles\components\SearchProfileBuilder.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, -8, 0, 0, -3, -11
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\search-profiles\components\SearchProfileEditor.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, -8, 0, 0, -1, -9
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\search-profiles\components\SearchProfileForm.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 323, 0, 0, 49, 372
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\search-profiles\types.ts", "TypeScript", 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 19
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\search\actions\action.ts", "TypeScript", 0, 0, 0, 0, 0, 42, 0, 0, 0, 9, 51
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\search\actions\type.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\search\components\FindUserDating.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 25, 0, 0, 4, 29
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\search\components\JudgeOverlay.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 56, 0, 0, 6, 62
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\search\components\Search.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 94, 0, 0, 13, 107
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\search\components\SearchProfileCompact.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 107, 0, 0, 10, 117
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\search\components\SearchProfiles.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 43, 0, 0, 7, 50
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\swipe\actions\action.ts", "TypeScript", 0, 0, 0, 0, 0, -32, 0, 0, 0, -6, -38
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\swipe\actions\type.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\swipe\components\JudgeOverlay.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, -56, 0, 0, -6, -62
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\swipe\components\Swipe.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, -51, 0, 0, -9, -60
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\swipe\components\SwipeUserDating.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, -25, 0, 0, -4, -29
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\user\actions\action.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\user\actions\type.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\user\components\menu\UserMenu.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, -29, 0, 0, -8, -37
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\shared\actions\geography\actions.ts", "TypeScript", 0, 0, 0, 0, 0, 50, 0, 0, 0, 8, 58
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\shared\actions\geography\types.ts", "TypeScript", 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 10
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\shared\actions\user\action.ts", "TypeScript", 0, 0, 0, 0, 0, 32, 0, 0, 0, 2, 34
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\shared\actions\user\type.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\shared\cache.ts", "TypeScript", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\shared\components\buttons\Button.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 23, 0, 0, 4, 27
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\shared\components\image-gallery\ImageGallery.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, -30, 0, 0, -5, -35
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\shared\components\images\ImageGallery.module.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 5
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\shared\components\images\ImageGallery.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 73, 0, 0, 9, 82
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\shared\components\infinite-scroll\InfiniteScroll.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, -107, 0, 0, -33, -140
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\shared\components\infos\InfoWindow.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 20, 0, 0, 6, 26
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\shared\components\inputs\checkbox-input\CheckBoxInput.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 9, 0, 0, 3, 12
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\shared\components\inputs\date-input\DateInput.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 4, 0, 0, 1, 5
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\shared\components\inputs\dropdown-input\DropDownInput.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 38, 0, 0, 1, 39
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\shared\components\inputs\image\gallery\ImageGallery.module.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\shared\components\inputs\image\gallery\ImageGallery.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, -102, 0, 0, -16, -118
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\shared\components\inputs\image\gallery\ImageGalleryInput.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 112, 0, 0, 16, 128
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\shared\components\inputs\location-input\LocationInput.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 354, 0, 7, 71, 432
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\shared\components\inputs\select-input\SelectInput.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 11, 0, 0, 1, 12
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\shared\components\inputs\text-area-input\TextAreaInput.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 29, 0, 0, 4, 33
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\shared\components\inputs\text-input\TextInput.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 3, 0, 0, 2, 5
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\shared\components\modal\Modal.module.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\shared\components\modal\Modal.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, -4, 0, 0, 0, -4
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\shared\components\nav\MainNav.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 6
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\shared\components\profile-builder\ProfileBuilder.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, -9, 0, 0, -7, -16
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\shared\components\scroll\infinite-scroll\InfiniteScroll.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 111, 0, 0, 34, 145
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\shared\components\surfaces\Surface.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\shared\components\user\Profile.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 74, 0, 0, 3, 77
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\shared\distance.ts", "TypeScript", 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 6
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\shared\enums.ts", "TypeScript", 0, 0, 0, 0, 0, 61, 0, 0, 0, 6, 67
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\shared\stores\current-user.ts", "TypeScript", 0, 0, 0, 0, 0, 12, 0, 0, 0, 2, 14
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\shared\time.ts", "TypeScript", 0, 0, 0, 0, 0, 20, 0, 0, 0, 3, 23
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\shared\types\domain\aggregates.ts", "TypeScript", 0, 0, 0, 0, 0, 20, 0, 0, 0, 2, 22
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\shared\types\domain\value-objects.ts", "TypeScript", 0, 0, 0, 0, 0, 31, 0, 0, 0, 4, 35
"Total", "-", 26, 1241, 27, -2288, 9, 371, 1569, 37, 108, -822, 278
