"filename", "language", "JSON with Comments", "YAML", "MS SQL", "TypeScript", "JSON", "TypeScript JSX", "C#", "XML", "PostCSS", "Markdown", "Skill", "comment", "blank", "total"
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\auth\components\BasicProfileForm.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 15
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\auth\components\ImagesForm.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, -18, 0, 0, 0, 0, 0, 0, -5, -23
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\auth\components\LoginForm.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, -1
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\auth\components\RegisterForm.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, -23, 0, 0, 0, 0, 0, 0, -5, -28
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\likes\components\Likes.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 2
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\matches\actions\action.ts", "TypeScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\matches\components\Match.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 5, 14
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\matches\components\MatchCompact.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 5
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\matches\components\Matches.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\matches\components\MessageBrief.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 8
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\matches\components\UserCompact.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, -3, 0, 0, 0, 0, 0, 0, 0, -3
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\me\actions\action.ts", "TypeScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\me\actions\type.ts", "TypeScript", 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\me\components\Me.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 85, 0, 0, 0, 0, 0, 1, 18, 104
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\me\components\MyInfoForm.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 4
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\notifications\actions\action.ts", "TypeScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\search-profiles\actions.ts", "TypeScript", 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\search-profiles\components\SearchProfileForm.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 8, 27
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\search\actions\action.ts", "TypeScript", 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\search\actions\type.ts", "TypeScript", 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\search\components\FindUserDating.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\search\components\Search.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, -1, -2
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\search\components\SearchProfileCompact.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, -2, 19
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\features\search\components\SearchProfiles.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 9
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\middleware.ts", "TypeScript", 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 9, 63
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\proxy.ts", "TypeScript", 0, 0, 0, -22, 0, 0, 0, 0, 0, 0, 0, 0, -1, -23
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\shared\actions\geography\actions.ts", "TypeScript", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\shared\actions\user\action.ts", "TypeScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\shared\api.ts", "TypeScript", 0, 0, 0, -100, 0, 0, 0, 0, 0, 0, 0, 0, -29, -129
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\shared\apis\api.ts", "TypeScript", 0, 0, 0, 83, 0, 0, 0, 0, 0, 0, 0, 0, 28, 111
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\shared\apis\type.ts", "TypeScript", 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 4, 27
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\shared\components\Links\Link.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 4, 23
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\shared\components\buttons\Button.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 1, 6
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\shared\components\images\Image.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 4, 40
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\shared\components\images\ImageGallery.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, -2, 0, 0, 0, 0, 0, 0, 0, -2
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\shared\components\infos\Alert.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 3, 28
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\shared\components\infos\AlertDialog.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 39
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\shared\components\infos\InfoModal.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 5, 39
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\shared\components\infos\InfoSurface.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 6, 29
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\shared\components\infos\InfoWindow.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, -20, 0, 0, 0, 0, 0, 0, -6, -26
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\shared\components\inputs\ErrorMessage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 13
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\shared\components\inputs\date-input\DateInput.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 1, 6
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\shared\components\inputs\dropdown-input\DropDownInput.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\shared\components\inputs\dual-range-input\DualRangeInput.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 3
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\shared\components\inputs\email-input\EmailInput.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\shared\components\inputs\image\gallery\ImageGalleryInput.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, -1, 6
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\shared\components\inputs\location-input\LocationInput.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 12
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\shared\components\inputs\select-input\SelectInput.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 22
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\shared\components\inputs\single-range-input\SingleRangeInput.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 3, 28
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\shared\components\inputs\text-area-input\TextAreaInput.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\shared\components\inputs\text-input\TextInput.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 4
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\shared\components\modal\LargeModal.module.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 3, 14
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\shared\components\modal\LargeModal.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 8, 58
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\shared\components\modal\Modal.module.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, -15, 0, 0, 0, -2, -17
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\shared\components\modal\Modal.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, -46, 0, 0, 0, 0, 0, 0, -7, -53
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\shared\components\modal\SmallModal.module.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 2, 7
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\shared\components\modal\SmallModal.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 9, 58
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\shared\components\scroll\infinite-scroll\InfiniteScroll.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 8, 35
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\shared\components\user\Profile.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 1, 6
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\shared\security\constants.ts", "TypeScript", 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\shared\security\functions.ts", "TypeScript", 0, 0, 0, -8, 0, 0, 0, 0, 0, 0, 0, 0, -2, -10
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\shared\security\types.ts", "TypeScript", 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 3, 12
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\shared\signal-r.ts", "TypeScript", 0, 0, 0, 83, 0, 0, 0, 0, 0, 0, 0, 0, 30, 113
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\shared\types\domain\aggregates.ts", "TypeScript", 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\shared\types\domain\entities.ts", "TypeScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\shared\types\domain\value-objects.ts", "TypeScript", 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6
"c:\Users\Miro\source\repos\Embe.C2C\src\embe.c2c.frontend\src\shared\types\dtos\types.ts", "TypeScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"Total", "-", 12, 163, 0, 186, 1403, 490, 5548, 28, 43, 2125, 733, 44, 3018, 13793
